CUSIP,BidPrice,BidVisibleQuantity,BidHiddenQuantity,OfferPrice,OfferVisibleQuantity,OfferHiddenQuantity
9128283H1,100.293,2000000,4000000,100.301,2000000,4000000
9128283H1,99.6445,1000000,2000000,99.6523,1000000,2000000
9128283H1,100.883,2000000,4000000,100.891,2000000,4000000
9128283H1,99.0898,1000000,2000000,99.0977,1000000,2000000
9128283H1,99.4863,2000000,4000000,99.498,2000000,4000000
9128283H1,99.2617,1000000,2000000,99.2773,1000000,2000000
9128283H1,100.277,2000000,4000000,100.293,2000000,4000000
9128283H1,99.5957,1000000,2000000,99.6074,1000000,2000000
9128283H1,100.74,2000000,4000000,100.752,2000000,4000000
9128283H1,99.1152,1000000,2000000,99.127,1000000,2000000
9128283H1,99.5215,2000000,4000000,99.5332,2000000,4000000
9128283H1,99.9316,1000000,2000000,99.9434,1000000,2000000
9128283H1,100.85,2000000,4000000,100.861,2000000,4000000
9128283H1,100.17,1000000,2000000,100.182,1000000,2000000
9128283H1,99.9785,2000000,4000000,99.9902,2000000,4000000
9128283H1,100.666,1000000,2000000,100.678,1000000,2000000
9128283H1,100.906,2000000,4000000,100.914,2000000,4000000
9128283H1,100.074,1000000,2000000,100.082,1000000,2000000
9128283H1,100.6,2000000,4000000,100.611,2000000,4000000
9128283H1,99.7188,1000000,2000000,99.7344,1000000,2000000
9128283H1,99.6289,2000000,4000000,99.6367,2000000,4000000
9128283H1,98.9961,1000000,2000000,99.0117,1000000,2000000
9128283H1,100.578,2000000,4000000,100.594,2000000,4000000
9128283H1,99.4688,1000000,2000000,99.4766,1000000,2000000
9128283H1,100.693,2000000,4000000,100.705,2000000,4000000
9128283H1,99.707,1000000,2000000,99.7148,1000000,2000000
9128283H1,99.5938,2000000,4000000,99.6016,2000000,4000000
9128283H1,100.42,1000000,2000000,100.432,1000000,2000000
9128283H1,99.1367,2000000,4000000,99.1445,2000000,4000000
9128283H1,100.93,1000000,2000000,100.945,1000000,2000000
9128283H1,99.3008,2000000,4000000,99.3164,2000000,4000000
9128283H1,100.828,1000000,2000000,100.844,1000000,2000000
9128283H1,99.0625,2000000,4000000,99.0781,2000000,4000000
9128283H1,99.7129,1000000,2000000,99.7246,1000000,2000000
9128283H1,100.664,2000000,4000000,100.68,2000000,4000000
9128283H1,100.391,1000000,2000000,100.406,1000000,2000000
9128283H1,100.971,2000000,4000000,100.982,2000000,4000000
9128283H1,100.695,1000000,2000000,100.711,1000000,2000000
9128283H1,100.043,2000000,4000000,100.051,2000000,4000000
9128283H1,99.8086,1000000,2000000,99.8164,1000000,2000000
9128283H1,99.0469,2000000,4000000,99.0547,2000000,4000000
9128283H1,99.5742,1000000,2000000,99.582,1000000,2000000
9128283H1,99.4219,2000000,4000000,99.4375,2000000,4000000
9128283H1,100.164,1000000,2000000,100.18,1000000,2000000
9128283H1,99.6758,2000000,4000000,99.6914,2000000,4000000
9128283H1,99.0078,1000000,2000000,99.0156,1000000,2000000
9128283H1,99.4434,2000000,4000000,99.4551,2000000,4000000
9128283H1,100.033,1000000,2000000,100.045,1000000,2000000
9128283H1,100.574,2000000,4000000,100.582,2000000,4000000
9128283H1,99.5645,1000000,2000000,99.5762,1000000,2000000
9128283H1,99.8711,2000000,4000000,99.8867,2000000,4000000
9128283H1,100.672,1000000,2000000,100.68,1000000,2000000
9128283H1,100.105,2000000,4000000,100.113,2000000,4000000
9128283H1,100.855,1000000,2000000,100.871,1000000,2000000
9128283H1,100.621,2000000,4000000,100.637,2000000,4000000
9128283H1,99.9863,1000000,2000000,99.998,1000000,2000000
9128283H1,99.7773,2000000,4000000,99.793,2000000,4000000
9128283H1,100.863,1000000,2000000,100.871,1000000,2000000
9128283H1,100.715,2000000,4000000,100.723,2000000,4000000
9128283H1,100.496,1000000,2000000,100.512,1000000,2000000
9128283H1,99.0078,2000000,4000000,99.0234,2000000,4000000
9128283H1,99.6367,1000000,2000000,99.6445,1000000,2000000
9128283H1,100.164,2000000,4000000,100.172,2000000,4000000
9128283H1,100.91,1000000,2000000,100.918,1000000,2000000
9128283H1,99.0918,2000000,4000000,99.1035,2000000,4000000
9128283H1,100.26,1000000,2000000,100.271,1000000,2000000
9128283H1,99.6855,2000000,4000000,99.6973,2000000,4000000
9128283H1,99.6016,1000000,2000000,99.6094,1000000,2000000
9128283H1,100.051,2000000,4000000,100.066,2000000,4000000
9128283H1,100.551,1000000,2000000,100.566,1000000,2000000
9128283H1,99.6992,2000000,4000000,99.7148,2000000,4000000
9128283H1,99.4922,1000000,2000000,99.5,1000000,2000000
9128283H1,100.863,2000000,4000000,100.871,2000000,4000000
9128283H1,100.273,1000000,2000000,100.289,1000000,2000000
9128283H1,100.414,2000000,4000000,100.422,2000000,4000000
9128283H1,100.895,1000000,2000000,100.902,1000000,2000000
9128283H1,100.393,2000000,4000000,100.404,2000000,4000000
9128283H1,99.5957,1000000,2000000,99.6074,1000000,2000000
9128283H1,100.746,2000000,4000000,100.754,2000000,4000000
9128283H1,99.9434,1000000,2000000,99.9551,1000000,2000000
9128283H1,100.32,2000000,4000000,100.328,2000000,4000000
9128283H1,99.7207,1000000,2000000,99.7324,1000000,2000000
9128283H1,99.5,2000000,4000000,99.5078,2000000,4000000
9128283H1,99.4941,1000000,2000000,99.5059,1000000,2000000
9128283H1,100.652,2000000,4000000,100.66,2000000,4000000
9128283H1,100.133,1000000,2000000,100.148,1000000,2000000
9128283H1,99.3535,2000000,4000000,99.3652,2000000,4000000
9128283H1,99.2031,1000000,2000000,99.2188,1000000,2000000
9128283H1,99.4043,2000000,4000000,99.416,2000000,4000000
9128283H1,100.354,1000000,2000000,100.365,1000000,2000000
9128283H1,99.4902,2000000,4000000,99.502,2000000,4000000
9128283H1,100.232,1000000,2000000,100.244,1000000,2000000
9128283H1,99.9414,2000000,4000000,99.9492,2000000,4000000
9128283H1,99.6289,1000000,2000000,99.6367,1000000,2000000
9128283H1,99.5625,2000000,4000000,99.5781,2000000,4000000
9128283H1,99.6133,1000000,2000000,99.6289,1000000,2000000
9128283H1,99.7344,2000000,4000000,99.7422,2000000,4000000
9128283H1,100.879,1000000,2000000,100.887,1000000,2000000
9128283H1,99.709,2000000,4000000,99.7207,2000000,4000000
9128283H1,100.943,1000000,2000000,100.955,1000000,2000000
9128283H1,99.5996,2000000,4000000,99.6113,2000000,4000000
9128283H1,100.168,1000000,2000000,100.184,1000000,2000000
9128283H1,99.6035,2000000,4000000,99.6152,2000000,4000000
9128283H1,100.781,1000000,2000000,100.789,1000000,2000000
9128283H1,100.852,2000000,4000000,100.867,2000000,4000000
9128283H1,99.2148,1000000,2000000,99.2305,1000000,2000000
9128283H1,100.254,2000000,4000000,100.262,2000000,4000000
9128283H1,99.1133,1000000,2000000,99.1289,1000000,2000000
9128283H1,100.379,2000000,4000000,100.387,2000000,4000000
9128283H1,99.9082,1000000,2000000,99.9199,1000000,2000000
9128283H1,99.0039,2000000,4000000,99.0195,2000000,4000000
9128283H1,99.9531,1000000,2000000,99.9609,1000000,2000000
9128283H1,100.312,2000000,4000000,100.328,2000000,4000000
9128283H1,99.6133,1000000,2000000,99.6211,1000000,2000000
9128283H1,99.8906,2000000,4000000,99.8984,2000000,4000000
9128283H1,100.047,1000000,2000000,100.055,1000000,2000000
9128283H1,100.676,2000000,4000000,100.691,2000000,4000000
9128283H1,99.2949,1000000,2000000,99.3066,1000000,2000000
9128283H1,99.5957,2000000,4000000,99.6074,2000000,4000000
9128283H1,100.342,1000000,2000000,100.354,1000000,2000000
9128283H1,100.574,2000000,4000000,100.59,2000000,4000000
9128283H1,99.6074,1000000,2000000,99.6191,1000000,2000000
9128283H1,100.098,2000000,4000000,100.105,2000000,4000000
9128283H1,100.934,1000000,2000000,100.941,1000000,2000000
9128283H1,100.77,2000000,4000000,100.785,2000000,4000000
9128283H1,99.1602,1000000,2000000,99.1758,1000000,2000000
9128283H1,99.9492,2000000,4000000,99.9648,2000000,4000000
9128283H1,100.908,1000000,2000000,100.92,1000000,2000000
9128283H1,100.828,2000000,4000000,100.836,2000000,4000000
9128283H1,99.1914,1000000,2000000,99.1992,1000000,2000000
9128283H1,100.297,2000000,4000000,100.312,2000000,4000000
9128283H1,99.1895,1000000,2000000,99.2012,1000000,2000000
9128283H1,100.602,2000000,4000000,100.609,2000000,4000000
9128283H1,100.707,1000000,2000000,100.723,1000000,2000000
9128283H1,99.5898,2000000,4000000,99.6055,2000000,4000000
9128283H1,100.15,1000000,2000000,100.162,1000000,2000000
9128283H1,99.1387,2000000,4000000,99.1504,2000000,4000000
9128283H1,100.738,1000000,2000000,100.754,1000000,2000000
9128283H1,99.252,2000000,4000000,99.2637,2000000,4000000
9128283H1,99.2188,1000000,2000000,99.2266,1000000,2000000
9128283H1,99.959,2000000,4000000,99.9707,2000000,4000000
9128283H1,100.223,1000000,2000000,100.238,1000000,2000000
9128283H1,99.2363,2000000,4000000,99.248,2000000,4000000
9128283H1,100.09,1000000,2000000,100.098,1000000,2000000
9128283H1,99.2148,2000000,4000000,99.2305,2000000,4000000
9128283H1,100.945,1000000,2000000,100.953,1000000,2000000
9128283H1,100.162,2000000,4000000,100.174,2000000,4000000
9128283H1,100.936,1000000,2000000,100.947,1000000,2000000
9128283H1,100.582,2000000,4000000,100.598,2000000,4000000
9128283H1,99.0723,1000000,2000000,99.084,1000000,2000000
9128283H1,100.688,2000000,4000000,100.695,2000000,4000000
9128283H1,99.4941,1000000,2000000,99.5059,1000000,2000000
9128283H1,100.602,2000000,4000000,100.609,2000000,4000000
9128283H1,100.387,1000000,2000000,100.402,1000000,2000000
9128283H1,100.699,2000000,4000000,100.715,2000000,4000000
9128283H1,100.723,1000000,2000000,100.73,1000000,2000000
9128283H1,100.195,2000000,4000000,100.211,2000000,4000000
9128283H1,99.377,1000000,2000000,99.3887,1000000,2000000
9128283H1,99.1191,2000000,4000000,99.1309,2000000,4000000
9128283H1,99.6992,1000000,2000000,99.707,1000000,2000000
9128283H1,99.8828,2000000,4000000,99.8906,2000000,4000000
9128283H1,99.8516,1000000,2000000,99.8672,1000000,2000000
9128283H1,99.6543,2000000,4000000,99.666,2000000,4000000
9128283H1,99.0879,1000000,2000000,99.0996,1000000,2000000
9128283H1,100.393,2000000,4000000,100.404,2000000,4000000
9128283H1,100.191,1000000,2000000,100.199,1000000,2000000
9128283H1,100.387,2000000,4000000,100.395,2000000,4000000
9128283H1,99.7676,1000000,2000000,99.7793,1000000,2000000
9128283H1,99.1797,2000000,4000000,99.1953,2000000,4000000
9128283H1,99.5352,1000000,2000000,99.543,1000000,2000000
9128283H1,99.625,2000000,4000000,99.6328,2000000,4000000
9128283H1,100.016,1000000,2000000,100.023,1000000,2000000
9128283H1,99.6699,2000000,4000000,99.6816,2000000,4000000
9128283H1,100.756,1000000,2000000,100.768,1000000,2000000
9128283H1,99.4707,2000000,4000000,99.4824,2000000,4000000
9128283H1,99.1992,1000000,2000000,99.2148,1000000,2000000
9128283H1,99.6426,2000000,4000000,99.6543,2000000,4000000
9128283H1,99.2832,1000000,2000000,99.2949,1000000,2000000
9128283H1,99.1016,2000000,4000000,99.1172,2000000,4000000
9128283H1,99.8359,1000000,2000000,99.8516,1000000,2000000
9128283H1,100.742,2000000,4000000,100.758,2000000,4000000
9128283H1,100.383,1000000,2000000,100.391,1000000,2000000
9128283H1,100.951,2000000,4000000,100.963,2000000,4000000
9128283L2,99.3848,1000000,2000000,99.3965,1000000,2000000
9128283L2,99.5391,2000000,4000000,99.5469,2000000,4000000
9128283L2,99.6172,1000000,2000000,99.6328,1000000,2000000
9128283L2,100.162,2000000,4000000,100.174,2000000,4000000
9128283L2,98.9941,1000000,2000000,99.0059,1000000,2000000
9128283L2,100.129,2000000,4000000,100.137,2000000,4000000
9128283L2,99.9297,1000000,2000000,99.9375,1000000,2000000
9128283L2,99.6055,2000000,4000000,99.6133,2000000,4000000
9128283L2,99.5723,1000000,2000000,99.584,1000000,2000000
9128283L2,99.7383,2000000,4000000,99.7539,2000000,4000000
9128283L2,99.043,1000000,2000000,99.0508,1000000,2000000
9128283L2,99.6348,2000000,4000000,99.6465,2000000,4000000
9128283L2,99.8398,1000000,2000000,99.8477,1000000,2000000
9128283L2,99.6035,2000000,4000000,99.6152,2000000,4000000
9128283L2,100.309,1000000,2000000,100.316,1000000,2000000
9128283L2,100.496,2000000,4000000,100.504,2000000,4000000
9128283L2,100.545,1000000,2000000,100.557,1000000,2000000
9128283L2,100.102,2000000,4000000,100.109,2000000,4000000
9128283L2,100.359,1000000,2000000,100.367,1000000,2000000
9128283L2,99.6719,2000000,4000000,99.6797,2000000,4000000
9128283L2,100.539,1000000,2000000,100.555,1000000,2000000
9128283L2,100.547,2000000,4000000,100.562,2000000,4000000
9128283L2,100.75,1000000,2000000,100.766,1000000,2000000
9128283L2,100.629,2000000,4000000,100.645,2000000,4000000
9128283L2,100.738,1000000,2000000,100.746,1000000,2000000
9128283L2,99.7539,2000000,4000000,99.7695,2000000,4000000
9128283L2,99.5723,1000000,2000000,99.584,1000000,2000000
9128283L2,99.4844,2000000,4000000,99.5,2000000,4000000
9128283L2,100.572,1000000,2000000,100.584,1000000,2000000
9128283L2,99.4648,2000000,4000000,99.4727,2000000,4000000
9128283L2,100.783,1000000,2000000,100.795,1000000,2000000
9128283L2,100.523,2000000,4000000,100.539,2000000,4000000
9128283L2,99.8633,1000000,2000000,99.8789,1000000,2000000
9128283L2,99.0078,2000000,4000000,99.0156,2000000,4000000
9128283L2,99.8945,1000000,2000000,99.9023,1000000,2000000
9128283L2,100.879,2000000,4000000,100.887,2000000,4000000
9128283L2,99.3477,1000000,2000000,99.3633,1000000,2000000
9128283L2,100.154,2000000,4000000,100.166,2000000,4000000
9128283L2,99.6387,1000000,2000000,99.6504,1000000,2000000
9128283L2,100.635,2000000,4000000,100.646,2000000,4000000
9128283L2,99.9629,1000000,2000000,99.9746,1000000,2000000
9128283L2,100.99,2000000,4000000,101.002,2000000,4000000
9128283L2,100.641,1000000,2000000,100.656,1000000,2000000
9128283L2,99.7734,2000000,4000000,99.7891,2000000,4000000
9128283L2,100.277,1000000,2000000,100.293,1000000,2000000
9128283L2,99.0234,2000000,4000000,99.0391,2000000,4000000
9128283L2,99.5996,1000000,2000000,99.6113,1000000,2000000
9128283L2,99.0645,2000000,4000000,99.0762,2000000,4000000
9128283L2,100.512,1000000,2000000,100.52,1000000,2000000
9128283L2,99.9414,2000000,4000000,99.9492,2000000,4000000
9128283L2,99.8223,1000000,2000000,99.834,1000000,2000000
9128283L2,99.1914,2000000,4000000,99.207,2000000,4000000
9128283L2,99.0508,1000000,2000000,99.0586,1000000,2000000
9128283L2,100.34,2000000,4000000,100.355,2000000,4000000
9128283L2,99.0078,1000000,2000000,99.0156,1000000,2000000
9128283L2,99.6934,2000000,4000000,99.7051,2000000,4000000
9128283L2,100.914,1000000,2000000,100.93,1000000,2000000
9128283L2,99.0117,2000000,4000000,99.0195,2000000,4000000
9128283L2,99.877,1000000,2000000,99.8887,1000000,2000000
9128283L2,99.4531,2000000,4000000,99.4609,2000000,4000000
9128283L2,100.082,1000000,2000000,100.098,1000000,2000000
9128283L2,100.113,2000000,4000000,100.121,2000000,4000000
9128283L2,100.375,1000000,2000000,100.391,1000000,2000000
9128283L2,99.1699,2000000,4000000,99.1816,2000000,4000000
9128283L2,99.1875,1000000,2000000,99.1953,1000000,2000000
9128283L2,100.422,2000000,4000000,100.438,2000000,4000000
9128283L2,99.0547,1000000,2000000,99.0703,1000000,2000000
9128283L2,99.4434,2000000,4000000,99.4551,2000000,4000000
9128283L2,99.9863,1000000,2000000,99.998,1000000,2000000
9128283L2,99.8281,2000000,4000000,99.8438,2000000,4000000
9128283L2,99.7578,1000000,2000000,99.7734,1000000,2000000
9128283L2,100.713,2000000,4000000,100.725,2000000,4000000
9128283L2,100.965,1000000,2000000,100.973,1000000,2000000
9128283L2,100.012,2000000,4000000,100.027,2000000,4000000
9128283L2,99.3711,1000000,2000000,99.3789,1000000,2000000
9128283L2,99.1445,2000000,4000000,99.1602,2000000,4000000
9128283L2,99.127,1000000,2000000,99.1387,1000000,2000000
9128283L2,100.871,2000000,4000000,100.879,2000000,4000000
9128283L2,99.3789,1000000,2000000,99.3945,1000000,2000000
9128283L2,100.836,2000000,4000000,100.852,2000000,4000000
9128283L2,99.8926,1000000,2000000,99.9043,1000000,2000000
9128283L2,99.5859,2000000,4000000,99.5938,2000000,4000000
9128283L2,100.434,1000000,2000000,100.449,1000000,2000000
9128283L2,99.3887,2000000,4000000,99.4004,2000000,4000000
9128283L2,100.791,1000000,2000000,100.803,1000000,2000000
9128283L2,99.2988,2000000,4000000,99.3105,2000000,4000000
9128283L2,99.7227,1000000,2000000,99.7383,1000000,2000000
9128283L2,100.027,2000000,4000000,100.035,2000000,4000000
9128283L2,100.824,1000000,2000000,100.832,1000000,2000000
9128283L2,100.609,2000000,4000000,100.617,2000000,4000000
9128283L2,100.684,1000000,2000000,100.699,1000000,2000000
9128283L2,99.6484,2000000,4000000,99.6562,2000000,4000000
9128283L2,100.736,1000000,2000000,100.748,1000000,2000000
9128283L2,99.3965,2000000,4000000,99.4082,2000000,4000000
9128283L2,99.082,1000000,2000000,99.0898,1000000,2000000
9128283L2,99.8203,2000000,4000000,99.8281,2000000,4000000
9128283L2,100.801,1000000,2000000,100.809,1000000,2000000
9128283L2,99.584,2000000,4000000,99.5957,2000000,4000000
9128283L2,99.1641,1000000,2000000,99.1797,1000000,2000000
9128283L2,99.8301,2000000,4000000,99.8418,2000000,4000000
9128283L2,99.0938,1000000,2000000,99.1094,1000000,2000000
9128283L2,100.836,2000000,4000000,100.852,2000000,4000000
9128283L2,100.564,1000000,2000000,100.576,1000000,2000000
9128283L2,99.0938,2000000,4000000,99.1016,2000000,4000000
9128283L2,100.258,1000000,2000000,100.273,1000000,2000000
9128283L2,99.582,2000000,4000000,99.5898,2000000,4000000
9128283L2,100.121,1000000,2000000,100.137,1000000,2000000
9128283L2,100.914,2000000,4000000,100.922,2000000,4000000
9128283L2,99.4727,1000000,2000000,99.4805,1000000,2000000
9128283L2,99.2031,2000000,4000000,99.2109,2000000,4000000
9128283L2,100.574,1000000,2000000,100.59,1000000,2000000
9128283L2,99.4297,2000000,4000000,99.4453,2000000,4000000
9128283L2,99.7441,1000000,2000000,99.7559,1000000,2000000
9128283L2,100.047,2000000,4000000,100.062,2000000,4000000
9128283L2,99.5195,1000000,2000000,99.5352,1000000,2000000
9128283L2,100.477,2000000,4000000,100.492,2000000,4000000
9128283L2,100.566,1000000,2000000,100.574,1000000,2000000
9128283L2,100.766,2000000,4000000,100.781,2000000,4000000
9128283L2,100.871,1000000,2000000,100.879,1000000,2000000
9128283L2,99.8105,2000000,4000000,99.8223,2000000,4000000
9128283L2,99.0898,1000000,2000000,99.0977,1000000,2000000
9128283L2,100.121,2000000,4000000,100.129,2000000,4000000
9128283L2,99.7773,1000000,2000000,99.793,1000000,2000000
9128283L2,99.4551,2000000,4000000,99.4668,2000000,4000000
9128283L2,99.8398,1000000,2000000,99.8477,1000000,2000000
9128283L2,99.5664,2000000,4000000,99.5742,2000000,4000000
9128283L2,100.832,1000000,2000000,100.848,1000000,2000000
9128283L2,99.6758,2000000,4000000,99.6836,2000000,4000000
9128283L2,99.7402,1000000,2000000,99.752,1000000,2000000
9128283L2,99.8477,2000000,4000000,99.8555,2000000,4000000
9128283L2,99.5254,1000000,2000000,99.5371,1000000,2000000
9128283L2,100.51,2000000,4000000,100.521,2000000,4000000
9128283L2,99.0078,1000000,2000000,99.0234,1000000,2000000
9128283L2,100.793,2000000,4000000,100.809,2000000,4000000
9128283L2,100.271,1000000,2000000,100.283,1000000,2000000
9128283L2,99.207,2000000,4000000,99.2148,2000000,4000000
9128283L2,99.9238,1000000,2000000,99.9355,1000000,2000000
9128283L2,99.2734,2000000,4000000,99.2812,2000000,4000000
9128283L2,99.0723,1000000,2000000,99.084,1000000,2000000
9128283L2,100.105,2000000,4000000,100.121,2000000,4000000
9128283L2,99.457,1000000,2000000,99.4648,1000000,2000000
9128283L2,100.365,2000000,4000000,100.377,2000000,4000000
9128283L2,100.154,1000000,2000000,100.166,1000000,2000000
9128283L2,98.9922,2000000,4000000,99.0078,2000000,4000000
9128283L2,99.6094,1000000,2000000,99.6172,1000000,2000000
9128283L2,100.711,2000000,4000000,100.727,2000000,4000000
9128283L2,99.082,1000000,2000000,99.0977,1000000,2000000
9128283L2,100.66,2000000,4000000,100.676,2000000,4000000
9128283L2,100.387,1000000,2000000,100.395,1000000,2000000
9128283L2,100.918,2000000,4000000,100.926,2000000,4000000
9128283L2,100.629,1000000,2000000,100.645,1000000,2000000
9128283L2,99.418,2000000,4000000,99.4258,2000000,4000000
9128283L2,100.617,1000000,2000000,100.633,1000000,2000000
9128283L2,99.709,2000000,4000000,99.7207,2000000,4000000
9128283L2,100.375,1000000,2000000,100.391,1000000,2000000
9128283L2,99.4551,2000000,4000000,99.4668,2000000,4000000
9128283L2,100.283,1000000,2000000,100.295,1000000,2000000
9128283L2,99.3984,2000000,4000000,99.4141,2000000,4000000
9128283L2,100.814,1000000,2000000,100.826,1000000,2000000
9128283L2,99.9883,2000000,4000000,100.004,2000000,4000000
9128283L2,100.498,1000000,2000000,100.51,1000000,2000000
9128283L2,99.2969,2000000,4000000,99.3047,2000000,4000000
9128283L2,99.7734,1000000,2000000,99.7812,1000000,2000000
9128283L2,99.3711,2000000,4000000,99.3867,2000000,4000000
9128283L2,100.402,1000000,2000000,100.41,1000000,2000000
9128283L2,99.6309,2000000,4000000,99.6426,2000000,4000000
9128283L2,100.688,1000000,2000000,100.695,1000000,2000000
9128283L2,100.551,2000000,4000000,100.559,2000000,4000000
9128283L2,100.359,1000000,2000000,100.375,1000000,2000000
9128283L2,99.168,2000000,4000000,99.1836,2000000,4000000
9128283L2,99.2305,1000000,2000000,99.2383,1000000,2000000
9128283L2,100.207,2000000,4000000,100.215,2000000,4000000
9128283L2,99.8945,1000000,2000000,99.9102,1000000,2000000
9128283L2,99.5098,2000000,4000000,99.5215,2000000,4000000
9128283L2,99.168,1000000,2000000,99.1836,1000000,2000000
9128283L2,100.066,2000000,4000000,100.074,2000000,4000000
9128283L2,100.168,1000000,2000000,100.176,1000000,2000000
9128283L2,99.707,2000000,4000000,99.7148,2000000,4000000
9128283L2,99.0117,1000000,2000000,99.0273,1000000,2000000
9128283L2,99.7891,2000000,4000000,99.8047,2000000,4000000
9128283L2,100.539,1000000,2000000,100.547,1000000,2000000
9128283L2,99.543,2000000,4000000,99.5508,2000000,4000000
9128283L2,100,1000000,2000000,100.008,1000000,2000000
9128283L2,99.168,2000000,4000000,99.1758,2000000,4000000
9128283L2,99.4863,1000000,2000000,99.498,1000000,2000000
9128283L2,99.5996,2000000,4000000,99.6113,2000000,4000000
9128283L2,100.834,1000000,2000000,100.846,1000000,2000000
9128283L2,99.9023,2000000,4000000,99.918,2000000,4000000
9128283L2,100.861,1000000,2000000,100.873,1000000,2000000
9128283L2,100.576,2000000,4000000,100.588,2000000,4000000
9128283L2,100.109,1000000,2000000,100.117,1000000,2000000
9128283L2,100.572,2000000,4000000,100.584,2000000,4000000
9128283L2,99.0469,1000000,2000000,99.0625,1000000,2000000
9128283L2,99.0293,2000000,4000000,99.041,2000000,4000000
9128283L2,99.2812,1000000,2000000,99.2891,1000000,2000000
9128283L2,99.2031,2000000,4000000,99.2188,2000000,4000000
9128283L2,100.266,1000000,2000000,100.273,1000000,2000000
9128283L2,100.48,2000000,4000000,100.496,2000000,4000000
9128283L2,100.215,1000000,2000000,100.223,1000000,2000000
9128283L2,100.971,2000000,4000000,100.982,2000000,4000000
9128283L2,99.9648,1000000,2000000,99.9727,1000000,2000000
9128283L2,100.336,2000000,4000000,100.344,2000000,4000000
9128283L2,99.6621,1000000,2000000,99.6738,1000000,2000000
9128283L2,99.3086,2000000,4000000,99.3164,2000000,4000000
9128283L2,99.9727,1000000,2000000,99.9883,1000000,2000000
9128283L2,100.617,2000000,4000000,100.633,2000000,4000000
9128283L2,100.41,1000000,2000000,100.418,1000000,2000000
9128283L2,100.008,2000000,4000000,100.016,2000000,4000000
9128283L2,100.48,1000000,2000000,100.496,1000000,2000000
9128283L2,100.75,2000000,4000000,100.766,2000000,4000000
9128283L2,99.0195,1000000,2000000,99.0352,1000000,2000000
9128283L2,100.941,2000000,4000000,100.949,2000000,4000000
9128283L2,99.332,1000000,2000000,99.3398,1000000,2000000
9128283L2,99.5469,2000000,4000000,99.5625,2000000,4000000
9128283L2,99.4258,1000000,2000000,99.4414,1000000,2000000
9128283L2,100.846,2000000,4000000,100.857,2000000,4000000
9128283L2,99.75,1000000,2000000,99.7656,1000000,2000000
9128283L2,99.1699,2000000,4000000,99.1816,2000000,4000000
9128283L2,100.352,1000000,2000000,100.367,1000000,2000000
9128283L2,99.3281,2000000,4000000,99.3438,2000000,4000000
9128283L2,99.0859,1000000,2000000,99.0938,1000000,2000000
9128283L2,99.9648,2000000,4000000,99.9805,2000000,4000000
9128283L2,99.9863,1000000,2000000,99.998,1000000,2000000
9128283L2,99.9258,2000000,4000000,99.9336,2000000,4000000
9128283L2,99.5312,1000000,2000000,99.5469,1000000,2000000
9128283L2,100.727,2000000,4000000,100.742,2000000,4000000
9128283L2,99.7812,1000000,2000000,99.7891,1000000,2000000
9128283L2,99.6836,2000000,4000000,99.6992,2000000,4000000
9128283L2,99.9961,1000000,2000000,100.012,1000000,2000000
9128283L2,100.627,2000000,4000000,100.639,2000000,4000000
9128283L2,100.092,1000000,2000000,100.104,1000000,2000000
9128283L2,100.354,2000000,4000000,100.365,2000000,4000000
9128283L2,99.623,1000000,2000000,99.6348,1000000,2000000
9128283L2,99.4902,2000000,4000000,99.502,2000000,4000000
9128283L2,99.9902,1000000,2000000,100.002,1000000,2000000
9128283L2,99.916,2000000,4000000,99.9277,2000000,4000000
9128283L2,99.0742,1000000,2000000,99.082,1000000,2000000
9128283L2,100.805,2000000,4000000,100.82,2000000,4000000
9128283L2,99.4473,1000000,2000000,99.459,1000000,2000000
9128283L2,99.1035,2000000,4000000,99.1152,2000000,4000000
9128283L2,99.0801,1000000,2000000,99.0918,1000000,2000000
9128283L2,99.5938,2000000,4000000,99.6016,2000000,4000000
9128283L2,99.8125,1000000,2000000,99.8281,1000000,2000000
9128283L2,99.9121,2000000,4000000,99.9238,2000000,4000000
9128283L2,100.381,1000000,2000000,100.393,1000000,2000000
9128283L2,99.6602,2000000,4000000,99.6758,2000000,4000000
9128283L2,100.977,1000000,2000000,100.992,1000000,2000000
9128283L2,99.0801,2000000,4000000,99.0918,2000000,4000000
9128283L2,99.9004,1000000,2000000,99.9121,1000000,2000000
9128283L2,100.986,2000000,4000000,100.998,2000000,4000000
9128283L2,100.234,1000000,2000000,100.242,1000000,2000000
9128283L2,99.4043,2000000,4000000,99.416,2000000,4000000
9128283L2,99.8457,1000000,2000000,99.8574,1000000,2000000
9128283L2,100.699,2000000,4000000,100.707,2000000,4000000
9128283L2,100.914,1000000,2000000,100.93,1000000,2000000
9128283L2,99.4062,2000000,4000000,99.4219,2000000,4000000
9128283L2,99.8027,1000000,2000000,99.8145,1000000,2000000
9128283L2,100.055,2000000,4000000,100.062,2000000,4000000
9128283L2,99.0547,1000000,2000000,99.0703,1000000,2000000
9128283L2,99.3926,2000000,4000000,99.4043,2000000,4000000
9128283L2,99.4531,1000000,2000000,99.4688,1000000,2000000
9128283L2,100.348,2000000,4000000,100.363,2000000,4000000
9128283L2,99.6914,1000000,2000000,99.6992,1000000,2000000
9128283L2,100.723,2000000,4000000,100.73,2000000,4000000
9128283L2,100.32,1000000,2000000,100.336,1000000,2000000
9128283L2,100.648,2000000,4000000,100.656,2000000,4000000
9128283L2,99.5293,1000000,2000000,99.541,1000000,2000000
