ProductId,Mid,Spread
9128283H1,100-027,0-00+
9128283H1,100-152,0-002
9128283H1,99-051,0-002
9128283H1,100-193,0-00+
9128283H1,100-240,0-00+
9128283H1,100-283,0-003
9128283H1,100-011,0-002
9128283H1,100-082,0-002
9128283H1,99-080,0-003
9128283H1,99-043,0-003
9128283H1,100-10+,0-003
9128283H1,99-103,0-00+
9128283H1,99-17+,0-00+
9128283H1,99-237,0-003
9128283H1,99-12+,0-003
9128283H1,99-141,0-003
9128283H1,100-16+,0-003
9128283H1,99-166,0-002
9128283H1,100-006,0-003
9128283H1,100-290,0-002
9128283H1,100-145,0-00+
9128283H1,99-226,0-00+
9128283H1,99-062,0-003
9128283H1,99-22+,0-00+
9128283H1,99-280,0-002
9128283H1,99-163,0-003
9128283H1,99-187,0-002
9128283H1,99-162,0-003
9128283H1,99-131,0-003
9128283H1,99-257,0-002
9128283H1,99-067,0-00+
9128283H1,100-161,0-002
9128283H1,99-161,0-002
9128283H1,100-030,0-002
9128283H1,99-262,0-00+
9128283H1,100-307,0-00+
9128283H1,99-16+,0-00+
9128283L2,100-115,0-002
9128283L2,100-133,0-003
9128283L2,99-222,0-003
9128283L2,100-091,0-00+
9128283L2,99-123,0-00+
9128283L2,100-045,0-002
9128283L2,99-175,0-00+
9128283L2,99-237,0-002
9128283L2,99-221,0-003
9128283L2,99-183,0-003
9128283L2,100-190,0-00+
9128283L2,100-130,0-002
9128283L2,99-236,0-003
9128283L2,100-252,0-002
9128283L2,99-31+,0-003
9128283L2,100-075,0-00+
9128283L2,100-051,0-002
9128283L2,99-090,0-00+
9128283L2,99-13+,0-003
9128283L2,99-28+,0-003
9128283L2,99-220,0-003
9128283L2,99-232,0-00+
9128283L2,100-273,0-002
9128283L2,99-005,0-003
9128283L2,99-163,0-003
9128283L2,100-03+,0-002
9128283L2,99-267,0-00+
9128283L2,99-115,0-002
9128283L2,100-131,0-003
9128283L2,100-030,0-00+
9128283L2,100-187,0-00+
9128283L2,99-126,0-002
9128283L2,99-157,0-00+
9128283L2,100-060,0-002
9128283L2,99-022,0-003
9128283L2,100-130,0-00+
9128283L2,99-032,0-00+
9128283L2,99-286,0-002
9128283L2,100-025,0-002
9128283L2,99-165,0-003
9128283L2,99-11+,0-002
9128283L2,100-232,0-003
9128283L2,99-182,0-002
9128283L2,100-030,0-003
9128283L2,99-063,0-002
9128283L2,99-315,0-002
9128283L2,99-242,0-00+
9128283L2,100-162,0-002
9128283L2,100-037,0-002
9128283L2,99-04+,0-003
9128283L2,99-281,0-00+
9128283L2,99-26+,0-003
9128283L2,100-135,0-003
9128283L2,100-100,0-003
9128283L2,100-13+,0-00+
9128283L2,99-172,0-003
9128283L2,99-231,0-003
9128283L2,100-317,0-00+
9128283L2,99-080,0-003
9128283L2,100-126,0-003
9128283L2,100-146,0-00+
9128283L2,99-063,0-002
9128283L2,100-035,0-002
9128283L2,99-175,0-002
9128283L2,99-070,0-00+
9128283L2,99-042,0-00+
9128283L2,100-243,0-002
9128283L2,99-045,0-002
9128283L2,99-216,0-00+
9128283L2,100-063,0-00+
9128283L2,99-031,0-003
9128283L2,100-001,0-00+
9128283L2,100-146,0-003
9128283L2,99-123,0-003
9128283L2,99-116,0-00+
9128283L2,100-072,0-00+
9128283L2,100-022,0-003
9128283L2,99-270,0-003
9128283L2,99-160,0-00+
9128283L2,100-205,0-002
9128283L2,99-31+,0-002
9128283L2,100-233,0-002
9128283L2,99-02+,0-003
9128283L2,100-291,0-00+
9128283L2,99-255,0-00+
9128283L2,99-093,0-002
9128283L2,99-13+,0-00+
9128283L2,100-08+,0-003
9128283L2,100-192,0-003
9128283L2,100-055,0-00+
9128283L2,100-12+,0-002
9128283L2,100-291,0-002
9128283L2,99-005,0-002
9128283L2,99-306,0-003
9128283L2,100-140,0-002
9128283L2,100-276,0-00+
9128283L2,100-015,0-002
9128283L2,99-04+,0-00+
9128283L2,100-270,0-00+
9128283L2,100-166,0-002
9128283L2,99-281,0-002
9128283L2,99-161,0-003
9128283L2,99-220,0-003
9128283L2,99-210,0-002
9128283L2,99-000,0-00+
9128283L2,99-223,0-003
9128283L2,99-022,0-003
9128283L2,100-137,0-002
9128283L2,100-272,0-002
9128283L2,99-275,0-00+
9128283L2,99-153,0-002
9128283L2,100-110,0-003
9128283L2,100-227,0-002
9128283L2,99-025,0-003
9128283L2,100-033,0-003
9128283L2,100-202,0-002
9128283L2,99-296,0-003
9128283L2,100-095,0-003
9128283L2,100-306,0-002
9128283L2,99-160,0-002
9128283L2,100-250,0-00+
9128283L2,100-213,0-00+
9128283L2,100-14+,0-00+
9128283L2,99-115,0-00+
9128283L2,99-102,0-002
9128283L2,99-27+,0-002
9128283L2,99-245,0-003
9128283L2,99-211,0-003
9128283L2,99-302,0-002
9128283L2,99-02+,0-003
9128283L2,99-11+,0-003
9128283L2,100-255,0-003
9128283L2,100-231,0-002
9128283L2,99-040,0-003
9128283L2,100-21+,0-003
9128283L2,99-311,0-003
9128283L2,100-19+,0-00+
9128283L2,99-252,0-002
9128283L2,99-031,0-00+
9128283L2,99-175,0-002
9128283L2,100-232,0-00+
9128283L2,99-292,0-00+
9128283L2,99-082,0-003
9128283L2,99-017,0-003
9128283L2,99-257,0-003
9128283L2,100-041,0-003
9128283L2,100-276,0-003
9128283L2,99-300,0-003
9128283L2,99-276,0-003
9128283L2,99-262,0-00+
9128283L2,99-287,0-002
9128283L2,99-201,0-003
9128283L2,100-105,0-002
9128283L2,100-176,0-003
9128283L2,100-117,0-00+
9128283L2,100-071,0-002
9128283L2,100-11+,0-003
9128283L2,100-046,0-002
9128283L2,100-050,0-002
9128283L2,99-020,0-003
9128283L2,99-317,0-00+
9128283L2,100-192,0-00+
9128283L2,100-097,0-003
9128283L2,100-020,0-003
9128283L2,99-037,0-003
9128283L2,100-08+,0-002
9128283L2,99-12+,0-003
9128283L2,99-277,0-002
9128283L2,99-097,0-002
9128283L2,99-04+,0-003
9128283L2,100-165,0-00+
9128283L2,100-082,0-00+
9128283L2,100-261,0-00+
9128283L2,99-077,0-00+
9128283L2,99-096,0-003
9128283L2,99-19+,0-002
9128283L2,100-300,0-00+
9128283L2,99-277,0-00+
9128283L2,99-206,0-00+
9128283L2,99-316,0-002
9128283L2,100-170,0-00+
9128283L2,99-226,0-00+
9128283L2,99-235,0-002
9128283L2,100-207,0-002
9128283L2,100-043,0-003
9128283L2,100-026,0-002
9128283L2,99-257,0-002
9128283L2,99-027,0-00+
9128283L2,99-165,0-003
9128283L2,99-143,0-00+
9128283L2,100-315,0-002
9128283L2,100-267,0-003
9128283L2,99-181,0-003
9128283L2,100-087,0-003
9128283L2,99-296,0-00+
9128283L2,100-177,0-003
9128283L2,100-303,0-003
9128283L2,100-16+,0-003
9128283L2,99-121,0-002
9128283L2,99-155,0-003
9128283L2,99-151,0-002
9128283L2,99-233,0-00+
9128283L2,100-231,0-002
9128283L2,99-166,0-002
9128283L2,100-011,0-002
9128283L2,100-143,0-003
9128283L2,100-080,0-002
9128283L2,100-087,0-00+
9128283L2,99-271,0-003
9128283L2,99-17+,0-00+
9128283L2,100-120,0-002
9128283L2,100-155,0-003
9128283L2,100-247,0-00+
9128283L2,100-162,0-00+
9128283L2,99-31+,0-003
9128283L2,100-270,0-002
9128283L2,99-291,0-003
9128283L2,100-076,0-00+
9128283L2,100-227,0-002
9128283L2,100-160,0-002
9128283L2,99-236,0-003
9128283L2,99-103,0-00+
9128283L2,99-163,0-00+
9128283L2,99-112,0-00+
9128283L2,99-303,0-002
9128283L2,99-005,0-002
9128283L2,100-13+,0-00+
9128283L2,99-03+,0-00+
9128283L2,99-216,0-002
9128283L2,99-245,0-002
9128283L2,99-022,0-002
9128283L2,100-153,0-00+
9128283L2,100-151,0-00+
9128283L2,100-303,0-00+
9128283L2,99-232,0-00+
9128283L2,100-147,0-002
9128283L2,100-236,0-003
9128283L2,99-053,0-00+
9128283L2,99-083,0-002
9128283L2,99-02+,0-00+
9128283L2,100-255,0-003
9128283L2,99-027,0-002
9128283L2,99-126,0-00+
9128283L2,100-057,0-00+
9128283L2,99-056,0-00+
9128283L2,100-223,0-003
9128283L2,99-201,0-00+
9128283L2,99-037,0-00+
9128283L2,99-305,0-003
9128283L2,100-042,0-002
9128283L2,99-112,0-003
9128283L2,100-145,0-00+
9128283L2,100-196,0-00+
9128283L2,100-115,0-00+
9128283L2,99-191,0-002
9128283L2,100-237,0-003
9128283L2,100-123,0-00+
9128283L2,100-313,0-002
9128283L2,99-080,0-00+
9128283L2,100-162,0-002
9128283L2,99-071,0-002
9128283L2,99-226,0-003
9128283L2,100-182,0-00+
9128283L2,100-197,0-00+
9128283L2,100-161,0-00+
9128283L2,99-035,0-003
9128283L2,99-005,0-003
9128283L2,99-180,0-003
9128283L2,99-062,0-002
9128283L2,100-020,0-00+
9128283L2,99-142,0-002
9128283L2,100-226,0-003
9128283L2,100-072,0-003
9128283L2,100-135,0-00+
9128283L2,100-165,0-003
9128283L2,99-273,0-00+
9128283L2,100-117,0-00+
9128283L2,99-171,0-003
9128283L2,99-060,0-002
9128283L2,99-065,0-002
9128283L2,100-080,0-003
9128283L2,99-272,0-003
9128283L2,99-125,0-00+
9128283L2,99-003,0-00+
9128283L2,100-195,0-002
9128283L2,99-161,0-002
9128283L2,99-152,0-002
9128283L2,99-127,0-003
9128283L2,99-231,0-002
9128283L2,100-246,0-003
9128283L2,100-06+,0-002
9128283L2,99-126,0-00+
9128283L2,99-057,0-00+
9128283L2,100-086,0-002
9128283L2,99-233,0-002
9128283L2,100-007,0-00+
9128283L2,100-17+,0-003
9128283L2,100-025,0-003
9128283L2,100-20+,0-003
9128283L2,100-210,0-00+
9128283L2,99-305,0-003
9128283L2,99-045,0-002
9128283L2,99-236,0-003
9128283L2,99-15+,0-00+
9128283L2,100-132,0-003
9128283L2,100-265,0-003
9128283L2,100-216,0-002
9128283L2,100-306,0-002
9128283L2,100-252,0-002
9128283L2,100-131,0-003
9128283L2,99-203,0-003
9128283L2,99-100,0-003
9128283L2,99-190,0-00+
9128283L2,100-31+,0-003
9128283L2,99-275,0-00+
9128283L2,100-033,0-00+
9128283L2,99-152,0-002
9128283L2,99-03+,0-002
9128283L2,100-246,0-00+
9128283L2,100-070,0-002
9128283L2,100-002,0-003
9128283L2,99-041,0-003
9128283L2,100-080,0-002
9128283L2,99-006,0-00+
9128283L2,99-132,0-00+
9128283L2,100-082,0-003
9128283L2,99-255,0-00+
9128283L2,99-030,0-003
9128283L2,100-185,0-002
9128283L2,100-257,0-00+
9128283L2,100-19+,0-002
9128283L2,100-291,0-00+
9128283L2,99-073,0-00+
9128283L2,100-047,0-002
9128283L2,99-203,0-00+
9128283L2,100-076,0-002
9128283L2,99-171,0-00+
9128283L2,100-197,0-002
9128283L2,99-207,0-002
9128283L2,99-253,0-00+
9128283L2,99-207,0-00+
9128283L2,99-286,0-002
9128283L2,99-302,0-00+
9128283L2,99-177,0-002
9128283L2,99-162,0-00+
9128283L2,100-051,0-002
9128283L2,99-247,0-00+
9128283L2,100-112,0-00+
9128283L2,99-14+,0-002
9128283L2,100-306,0-003
9128283L2,99-317,0-00+
9128283L2,99-093,0-003
9128283L2,99-012,0-002
9128283L2,100-033,0-002
9128283L2,100-015,0-00+
9128283L2,99-18+,0-00+
9128283L2,99-053,0-002
9128283L2,100-04+,0-00+
9128283L2,99-283,0-00+
9128283L2,100-193,0-002
9128283L2,99-095,0-002
9128283L2,99-073,0-00+
9128283L2,99-14+,0-002
9128283L2,100-176,0-003
9128283L2,99-281,0-003
9128283L2,99-05+,0-002
9128283L2,99-177,0-003
9128283L2,99-047,0-003
9128283L2,100-250,0-003
9128283L2,100-037,0-003
9128283L2,99-31+,0-003
9128283L2,99-102,0-00+
9128283L2,100-011,0-003
9128283L2,99-165,0-00+
9128283L2,99-251,0-00+
9128283L2,99-005,0-003
9128283L2,99-073,0-003
9128283L2,100-273,0-002
9128283L2,100-012,0-003
9128283L2,99-302,0-00+
9128283L2,100-100,0-00+
9128283L2,99-092,0-00+
9128283L2,100-126,0-002
9128283L2,100-156,0-00+
9128283L2,99-013,0-00+
9128283L2,100-306,0-002
9128283L2,100-152,0-002
9128283L2,99-116,0-00+
9128283L2,99-167,0-003
9128283L2,99-253,0-002
9128283L2,100-053,0-002
9128283L2,99-293,0-00+
9128283L2,99-126,0-00+
9128283L2,99-232,0-003
9128283L2,99-032,0-002
9128283L2,100-190,0-00+
9128283L2,99-202,0-002
9128283L2,99-071,0-003
9128283L2,100-005,0-00+
9128283L2,100-060,0-00+
9128283L2,99-010,0-002
9128283L2,99-056,0-003
9128283L2,100-175,0-003
9128283L2,100-173,0-003
9128283L2,99-237,0-003
9128283L2,99-18+,0-002
9128283L2,100-257,0-002
9128283L2,100-123,0-00+
9128283L2,99-272,0-003
9128283L2,99-123,0-003
9128283L2,100-041,0-00+
9128283L2,100-192,0-002
9128283L2,100-172,0-003
9128283L2,99-257,0-002
9128283L2,99-145,0-002
9128283L2,99-281,0-003
9128283L2,100-28+,0-002
9128283L2,100-045,0-00+
9128283L2,99-297,0-00+
9128283L2,100-26+,0-00+
9128283L2,99-083,0-002
9128283L2,100-042,0-00+
9128283L2,100-206,0-002
9128283L2,99-035,0-002
9128283L2,99-061,0-00+
9128283L2,100-202,0-003
9128283L2,99-077,0-00+
9128283L2,99-21+,0-00+
9128283L2,100-292,0-002
9128283L2,99-297,0-003
9128283L2,99-305,0-003
9128283L2,99-202,0-00+
9128283L2,100-185,0-00+
9128283L2,100-297,0-00+
9128283L2,99-177,0-00+
9128283L2,99-216,0-002
9128283L2,100-180,0-003
9128283L2,99-09+,0-003
9128283L2,99-171,0-00+
9128283L2,99-221,0-00+
9128283L2,100-055,0-002
9128283L2,100-017,0-002
9128283L2,100-131,0-003
9128283L2,99-28+,0-003
9128283L2,100-277,0-00+
9128283L2,100-033,0-00+
9128283L2,99-271,0-002
9128283L2,99-30+,0-003
9128283L2,100-130,0-00+
9128283L2,99-200,0-003
9128283L2,99-101,0-002
9128283L2,99-247,0-00+
9128283L2,100-200,0-002
9128283L2,100-166,0-003
9128283L2,100-000,0-002
9128283L2,100-013,0-002
9128283L2,100-023,0-002
9128283L2,100-192,0-003
9128283L2,99-163,0-003
9128283L2,99-171,0-00+
9128283L2,99-196,0-003
9128283L2,100-212,0-002
9128283L2,99-105,0-002
9128283L2,100-235,0-00+
9128283L2,100-247,0-002
9128283L2,99-152,0-002
9128283L2,99-050,0-002
9128283L2,99-172,0-002
9128283L2,99-23+,0-00+
9128283L2,99-02+,0-003
9128283L2,99-005,0-00+
9128283L2,100-206,0-003
9128283L2,99-186,0-00+
9128283L2,100-200,0-002
9128283L2,100-127,0-003
9128283L2,100-045,0-00+
9128283L2,99-035,0-003
9128283L2,100-28+,0-003
9128283L2,99-123,0-003
9128283L2,99-125,0-003
9128283L2,99-005,0-003
9128283L2,99-276,0-003
9128283L2,100-053,0-003
9128283L2,100-171,0-003
9128283L2,100-261,0-003
9128283L2,99-252,0-00+
9128283L2,99-140,0-002
9128283L2,100-223,0-002
9128283L2,100-293,0-003
9128283L2,100-30+,0-003
9128283L2,99-175,0-003
9128283L2,99-107,0-00+
9128283L2,100-06+,0-002
9128283L2,99-215,0-00+
9128283L2,99-11+,0-00+
9128283L2,100-012,0-002
9128283L2,99-287,0-003
9128283L2,100-151,0-002
9128283L2,99-112,0-00+
9128283L2,99-170,0-002
9128283L2,99-222,0-002
9128283L2,99-07+,0-002
9128283L2,100-261,0-00+
9128283L2,99-283,0-002
9128283L2,100-153,0-002
9128283L2,99-126,0-002
9128283L2,99-076,0-003
9128283L2,99-033,0-00+
9128283L2,99-125,0-003
9128283L2,100-233,0-002
9128283L2,100-197,0-00+
9128283L2,99-276,0-003
9128283L2,99-202,0-003
9128283L2,99-262,0-002
9128283L2,99-067,0-00+
9128283L2,99-013,0-002
9128283L2,100-270,0-002
9128283L2,99-08+,0-002
9128283L2,100-110,0-002
9128283L2,100-317,0-00+
9128283L2,99-165,0-002
9128283L2,100-207,0-003
9128283L2,100-251,0-003
9128283L2,100-227,0-002
9128283L2,100-242,0-00+
9128283L2,100-073,0-00+
9128283L2,99-126,0-002
9128283L2,99-222,0-002
9128283L2,99-140,0-003
9128283L2,99-007,0-002
9128283L2,99-022,0-00+
9128283L2,99-017,0-00+
9128283L2,99-286,0-003
9128283L2,100-271,0-003
9128283L2,99-095,0-002
9128283L2,99-210,0-002
9128283L2,99-017,0-002
9128283L2,99-123,0-003
9128283L2,99-08+,0-003
9128283L2,100-221,0-003
9128283L2,99-10+,0-00+
9128283L2,99-267,0-002
9128283L2,99-085,0-002
9128283L2,99-135,0-00+
9128283L2,99-142,0-003
9128283L2,99-296,0-003
9128283L2,99-133,0-003
9128283L2,100-306,0-00+
9128283L2,99-130,0-00+
9128283L2,100-072,0-003
9128283L2,99-195,0-002
9128283L2,99-157,0-002
9128283L2,99-256,0-003
9128283L2,100-09+,0-00+
9128283L2,100-203,0-00+
9128283L2,99-132,0-003
9128283L2,100-025,0-00+
9128283L2,99-245,0-00+
9128283L2,99-01+,0-00+
9128283L2,100-166,0-00+
9128283L2,99-117,0-003
9128283L2,99-163,0-003
9128283L2,100-057,0-00+
9128283L2,100-215,0-002
9128283L2,99-161,0-00+
9128283L2,100-081,0-003
9128283L2,99-157,0-00+
9128283L2,100-296,0-003
9128283L2,100-200,0-00+
9128283L2,99-056,0-00+
9128283L2,99-013,0-003
9128283L2,100-146,0-00+
9128283L2,99-07+,0-003
9128283L2,100-056,0-00+
9128283L2,99-116,0-003
9128283L2,99-231,0-00+
9128283L2,99-086,0-003
9128283L2,100-072,0-003
9128283L2,99-275,0-00+
9128283L2,100-077,0-002
9128283L2,100-245,0-00+
9128283L2,99-175,0-002
9128283L2,99-180,0-003
9128283L2,100-117,0-002
9128283L2,100-060,0-003
9128283L2,99-071,0-00+
9128283L2,100-303,0-00+
9128283L2,100-06+,0-00+
9128283L2,99-050,0-00+
9128283L2,100-146,0-002
9128283L2,100-100,0-003
9128283L2,99-073,0-003
9128283L2,100-240,0-002
9128283L2,100-297,0-003
9128283L2,100-121,0-002
9128283L2,99-290,0-003
9128283L2,99-04+,0-003
9128283L2,100-290,0-00+
9128283L2,100-316,0-003
9128283L2,99-003,0-002
9128283L2,99-045,0-003
9128283L2,100-170,0-003
9128283L2,100-310,0-002
9128283L2,100-147,0-00+
9128283L2,99-023,0-00+
9128283L2,99-290,0-00+
9128283L2,100-161,0-003
9128283L2,100-01+,0-00+
9128283L2,99-035,0-00+
9128283L2,100-300,0-003
9128283L2,100-045,0-00+
9128283L2,99-202,0-00+
9128283L2,100-126,0-003
9128283L2,100-147,0-002
9128283L2,100-19+,0-00+
9128283L2,100-087,0-003
9128283L2,100-035,0-002
9128283L2,99-091,0-002
9128283L2,99-30+,0-00+
9128283L2,100-047,0-002
9128283L2,99-197,0-003
9128283L2,99-036,0-003
9128283L2,100-087,0-00+
9128283L2,99-043,0-003
9128283L2,99-307,0-003
9128283L2,100-295,0-002
9128283L2,100-275,0-003
9128283L2,99-126,0-00+
9128283L2,99-152,0-00+
9128283L2,100-181,0-003
9128283L2,99-277,0-002
9128283L2,100-03+,0-002
9128283L2,99-016,0-002
9128283L2,100-303,0-003
9128283L2,99-303,0-002
9128283L2,100-171,0-003
9128283L2,99-045,0-002
9128283L2,99-14+,0-002
9128283L2,99-310,0-002
9128283L2,99-147,0-00+
9128283L2,100-077,0-002
9128283L2,99-05+,0-003
9128283L2,99-207,0-00+
9128283L2,100-131,0-002
9128283L2,100-153,0-003
9128283L2,100-133,0-003
9128283L2,99-302,0-00+
9128283L2,99-210,0-003
9128283L2,100-047,0-003
9128283L2,99-235,0-003
9128283L2,99-123,0-00+
9128283L2,99-253,0-00+
9128283L2,100-303,0-00+
9128283L2,100-27+,0-002
9128283L2,100-310,0-002
9128283L2,99-017,0-002
9128283L2,99-066,0-003
9128283L2,99-055,0-002
9128283L2,99-171,0-00+
9128283L2,100-06+,0-002
9128283L2,100-113,0-003
9128283L2,99-137,0-002
9128283L2,100-307,0-002
9128283L2,99-03+,0-003
9128283L2,99-05+,0-002
9128283L2,99-257,0-002
9128283L2,100-240,0-003
9128283L2,99-247,0-00+
9128283L2,99-101,0-003
9128283L2,99-033,0-00+
9128283L2,100-012,0-00+
9128283L2,100-075,0-002
9128283L2,100-263,0-00+
9128283L2,99-315,0-003
9128283L2,100-276,0-003
9128283L2,99-14+,0-00+
9128283L2,100-160,0-003
9128283L2,99-160,0-003
9128283L2,100-263,0-00+
9128283L2,100-10+,0-003
9128283L2,99-057,0-00+
9128283L2,100-047,0-00+
9128283L2,99-246,0-00+
9128283L2,99-052,0-002
9128283L2,99-157,0-002
9128283L2,100-236,0-00+
9128283L2,100-086,0-00+
9128283L2,99-045,0-00+
9128283L2,100-285,0-003
9128283L2,100-125,0-002
9128283L2,100-17+,0-003
9128283L2,99-163,0-002
9128283L2,100-301,0-002
9128283L2,100-285,0-002
9128283L2,99-045,0-003
9128283L2,99-05+,0-00+
9128283L2,99-106,0-003
9128283L2,99-110,0-00+
9128283L2,100-065,0-003
9128283L2,99-091,0-003
9128283L2,99-280,0-002
9128283L2,99-035,0-00+
9128283L2,100-257,0-002
9128283L2,100-221,0-003
9128283L2,100-016,0-00+
9128283L2,99-293,0-002
9128283L2,99-203,0-002
9128283L2,100-283,0-002
9128283L2,99-041,0-002
9128283L2,99-122,0-00+
9128283L2,100-293,0-002
9128283L2,99-28+,0-003
9128283L2,100-132,0-003
9128283L2,99-071,0-00+
9128283L2,100-067,0-00+
9128283L2,99-022,0-002
9128283L2,100-311,0-003
9128283L2,100-032,0-00+
9128283L2,100-23+,0-003
9128283L2,99-185,0-003
9128283L2,100-176,0-002
9128283L2,100-090,0-00+
9128283L2,100-280,0-002
9128283L2,99-287,0-002
9128283L2,100-230,0-002
9128283L2,100-122,0-002
9128283L2,99-24+,0-003
9128283L2,100-013,0-003
9128283L2,99-121,0-002
9128283L2,99-210,0-003
9128283L2,99-053,0-00+
9128283L2,99-296,0-003
9128283L2,99-08+,0-002
9128283L2,99-273,0-003
9128283L2,99-012,0-00+
9128283L2,100-106,0-002
9128283L2,99-203,0-003
9128283L2,100-07+,0-002
9128283L2,99-055,0-003
9128283L2,100-216,0-002
9128283L2,100-116,0-003
9128283L2,100-316,0-003
9128283L2,100-266,0-003
9128283L2,99-135,0-002
9128283L2,99-097,0-002
9128283L2,100-207,0-00+
9128283L2,100-295,0-002
9128283L2,99-31+,0-003
9128283L2,100-103,0-002
9128283L2,99-163,0-002
9128283L2,100-253,0-002
9128283L2,99-275,0-002
9128283L2,100-065,0-002
9128283L2,99-110,0-002
9128283L2,99-260,0-00+
9128283L2,100-095,0-002
9128283L2,99-056,0-002
9128283L2,100-313,0-00+
9128283L2,99-131,0-00+
9128283L2,100-241,0-002
9128283L2,99-137,0-003
9128283L2,99-160,0-00+
9128283L2,100-276,0-002
9128283L2,100-26+,0-002
9128283L2,100-043,0-00+
9128283L2,100-302,0-003
9128283L2,99-141,0-003
9128283L2,99-263,0-002
9128283L2,99-302,0-00+
9128283L2,100-011,0-002
9128283L2,100-130,0-003
9128283L2,100-241,0-00+
9128283L2,100-241,0-00+
9128283L2,99-170,0-00+
9128283L2,100-107,0-00+
9128283L2,100-153,0-00+
9128283L2,100-017,0-00+
9128283L2,99-095,0-00+
9128283L2,99-290,0-002
9128283L2,100-040,0-003
9128283L2,99-177,0-00+
9128283L2,99-143,0-003
9128283L2,99-09+,0-00+
9128283L2,100-037,0-002
9128283L2,99-262,0-003
9128283L2,100-243,0-003
9128283L2,100-257,0-00+
9128283L2,100-125,0-002
9128283L2,100-035,0-002
9128283L2,99-077,0-003
9128283L2,100-001,0-00+
9128283L2,100-287,0-00+
9128283L2,100-175,0-00+
9128283L2,99-033,0-002
9128283L2,99-163,0-00+
9128283L2,100-037,0-00+
9128283L2,99-082,0-003
9128283L2,100-003,0-002
9128283L2,99-027,0-003
9128283L2,99-187,0-003
9128283L2,99-247,0-00+
9128283L2,100-042,0-002
9128283L2,100-047,0-00+
9128283L2,99-116,0-00+
9128283L2,100-207,0-002
9128283L2,100-213,0-002
9128283L2,99-156,0-003
9128283L2,99-032,0-003
9128283L2,100-083,0-002
9128283L2,100-193,0-002
9128283L2,100-120,0-002
9128283L2,99-172,0-00+
9128283L2,100-313,0-003
9128283L2,99-290,0-002
9128283L2,100-155,0-003
9128283L2,99-252,0-003
9128283L2,99-266,0-00+
9128283L2,100-225,0-003
9128283L2,99-170,0-003
9128283L2,99-142,0-003
9128283L2,100-190,0-00+
9128283L2,100-141,0-00+
9128283L2,99-293,0-003
9128283L2,100-15+,0-00+
9128283L2,100-180,0-002
9128283L2,99-191,0-003
9128283L2,99-156,0-003
9128283L2,99-135,0-00+
9128283L2,100-133,0-003
9128283L2,100-083,0-00+
9128283L2,100-116,0-003
9128283L2,100-073,0-002
9128283L2,99-240,0-00+
9128283L2,99-28+,0-00+
9128283L2,100-270,0-002
9128283L2,100-313,0-003
9128283L2,100-013,0-002
9128283L2,100-080,0-002
9128283L2,100-191,0-002
9128283L2,100-201,0-002
9128283L2,100-027,0-00+
9128283L2,99-181,0-002
9128283L2,99-20+,0-003
9128283L2,99-022,0-003
9128283L2,99-040,0-00+
9128283L2,100-100,0-00+
9128283L2,99-143,0-003
9128283L2,100-265,0-00+
9128283L2,100-233,0-00+
9128283L2,100-137,0-003
9128283L2,100-07+,0-00+
9128283L2,100-270,0-003
9128283L2,100-046,0-002
9128283L2,99-053,0-003
9128283L2,100-20+,0-00+
9128283L2,100-253,0-00+
9128283L2,100-030,0-002
9128283L2,100-000,0-002
9128283L2,100-230,0-003
9128283L2,99-241,0-003
9128283L2,99-005,0-003
9128283L2,99-06+,0-00+
9128283L2,100-01+,0-003
9128283L2,99-217,0-002
9128283L2,100-126,0-002
9128283L2,99-281,0-002
9128283L2,100-292,0-00+
9128283L2,100-291,0-00+
9128283L2,100-050,0-002
9128283L2,99-302,0-00+
9128283L2,100-121,0-00+
9128283L2,100-272,0-002
9128283L2,99-230,0-002
9128283L2,99-271,0-003
9128283L2,99-127,0-002
9128283L2,100-137,0-003
9128283L2,100-240,0-003
9128283L2,99-225,0-00+
9128283L2,99-307,0-003
9128283L2,100-227,0-003
9128283L2,99-22+,0-00+
9128283L2,100-042,0-00+
9128283L2,99-227,0-00+
9128283L2,100-140,0-00+
9128283L2,100-212,0-00+
9128283L2,100-090,0-002
9128283L2,100-141,0-003
9128283L2,100-263,0-002
9128283L2,99-280,0-00+
9128283L2,99-153,0-00+
9128283L2,100-025,0-002
9128283L2,100-010,0-002
9128283L2,99-265,0-002
9128283L2,100-270,0-00+
9128283L2,100-186,0-002
9128283L2,100-156,0-002
9128283L2,99-192,0-002
9128283L2,100-136,0-00+
9128283L2,99-307,0-002
9128283L2,99-211,0-00+
9128283L2,99-247,0-00+
9128283L2,100-275,0-002
9128283L2,100-026,0-00+
9128283L2,100-261,0-003
9128283L2,99-211,0-003
9128283L2,99-305,0-002
9128283L2,100-140,0-00+
9128283L2,99-212,0-002
9128283L2,99-00+,0-003
9128283L2,100-253,0-003
9128283L2,100-103,0-002
9128283L2,100-257,0-003
9128283L2,99-19+,0-003
9128283L2,99-281,0-002
9128283L2,99-042,0-003
9128283L2,100-13+,0-00+
9128283L2,100-200,0-002
9128283L2,99-060,0-002
9128283L2,99-260,0-002
9128283L2,99-086,0-002
9128283L2,99-047,0-003
9128283L2,100-041,0-003
9128283L2,100-026,0-003
9128283L2,99-241,0-003
9128283L2,99-221,0-003
9128283L2,100-080,0-00+
9128283L2,100-037,0-002
9128283L2,100-163,0-002
9128283L2,99-147,0-002
9128283L2,100-110,0-00+
9128283L2,100-31+,0-002
